Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student723,Roll723,6.26598506946711,"Divide and Conquer, Hashing","Statistics, Graph Theory, Number Theory, Linear Algebra, Set Theory, Differential Equations",Python,1,2,6,5
Student724,Roll724,8.964482597160236,"Bit Manipulation, Tree Algorithms","Numerical Analysis, Data Structures, Statistics, Number Theory, Mathematics, Probability, Calculus, Linear Algebra, Graph Theory","Ruby, PHP, JavaScript, Python",1,4,3,65
Student725,Roll725,8.297892452719648,"Divide and Conquer, Stacks and Queues, Bit Manipulation, Backtracking, Dynamic Programming, Greedy Algorithms, String Algorithms, Recursion, Searching Algorithms, Array, Tree Algorithms, Sorting Algorithms, Linked List","Number Theory, Calculus, Complexity Analysis, Linear Algebra, Probability, Discrete Mathematics, Logic, Set Theory, Differential Equations, Numerical Analysis, Mathematics, Statistics, Graph Theory, Algorithms, Data Structures",Python,0,0,2,94
Student726,Roll726,9.367315107033088,"Greedy Algorithms, Divide and Conquer, Backtracking, Linked List, Recursion, Bit Manipulation, Array, Sorting Algorithms, Graph Algorithms, Dynamic Programming, Tree Algorithms, Searching Algorithms","Mathematics, Data Structures, Probability, Complexity Analysis, Discrete Mathematics, Graph Theory, Number Theory, Statistics, Calculus, Algorithms",Ruby,1,0,7,100
Student727,Roll727,6.559089506505158,"Sorting Algorithms, Recursion, Divide and Conquer, Tree Algorithms, Hashing, Stacks and Queues, Linked List, Dynamic Programming, Backtracking, String Algorithms, Searching Algorithms, Greedy Algorithms, Graph Algorithms, Array, Bit Manipulation","Calculus, Linear Algebra","C++, C#, Ruby, Swift, Python",0,3,7,100
Student728,Roll728,9.181069247439561,"Sorting Algorithms, Greedy Algorithms, Tree Algorithms, Graph Algorithms, Stacks and Queues, Bit Manipulation, Linked List","Set Theory, Logic","Ruby, Rust",0,3,9,94
Student729,Roll729,6.806509280190978,"String Algorithms, Stacks and Queues, Searching Algorithms, Divide and Conquer",Statistics,"TypeScript, Ruby, JavaScript",1,4,4,84
Student730,Roll730,6.654623771462818,"Searching Algorithms, Linked List, Dynamic Programming, Tree Algorithms, Stacks and Queues, Backtracking, Sorting Algorithms, Bit Manipulation","Algorithms, Logic, Numerical Analysis, Differential Equations, Mathematics, Graph Theory",C#,0,0,2,96
Student731,Roll731,6.657063191723972,Hashing,"Graph Theory, Logic","Go, Rust, JavaScript, Python, C++",1,3,4,85
Student732,Roll732,9.258298880925528,"Stacks and Queues, Linked List, Array, Searching Algorithms, Bit Manipulation, Divide and Conquer, Tree Algorithms, Dynamic Programming, Backtracking, String Algorithms, Sorting Algorithms, Recursion, Graph Algorithms, Hashing, Greedy Algorithms","Discrete Mathematics, Number Theory, Probability, Statistics, Algorithms","TypeScript, C#, Python, Ruby, JavaScript",1,2,3,100
Student733,Roll733,8.6607888827848,"Dynamic Programming, Array, Divide and Conquer, Sorting Algorithms, Searching Algorithms","Probability, Number Theory, Calculus, Linear Algebra","Go, Swift",1,0,7,20
Student734,Roll734,8.092261699076477,"Recursion, Dynamic Programming, Graph Algorithms, Greedy Algorithms, Hashing, Backtracking, Sorting Algorithms, Bit Manipulation, Tree Algorithms, Divide and Conquer","Graph Theory, Numerical Analysis, Linear Algebra, Data Structures, Calculus, Complexity Analysis, Discrete Mathematics, Statistics, Differential Equations, Number Theory, Set Theory, Algorithms, Mathematics, Probability, Logic","Go, Python, Swift, Rust, JavaScript",0,2,1,60
Student735,Roll735,7.4353219364940095,"Array, String Algorithms, Sorting Algorithms, Bit Manipulation, Recursion, Tree Algorithms, Stacks and Queues, Linked List, Searching Algorithms, Divide and Conquer, Hashing","Mathematics, Calculus, Logic, Discrete Mathematics, Algorithms, Statistics, Complexity Analysis, Numerical Analysis, Graph Theory, Number Theory, Differential Equations, Probability, Linear Algebra",Rust,0,1,7,59
Student736,Roll736,9.508802163252433,"Backtracking, Hashing, Bit Manipulation, Tree Algorithms, Greedy Algorithms, Array, Linked List, Recursion, Searching Algorithms","Differential Equations, Linear Algebra, Complexity Analysis, Statistics","Python, JavaScript, TypeScript, Rust, Go",0,4,9,92
Student737,Roll737,7.5697804296905415,Stacks and Queues,Complexity Analysis,"TypeScript, Java, PHP",1,3,5,90
Student738,Roll738,9.266397757886308,Divide and Conquer,"Mathematics, Graph Theory, Linear Algebra","C#, Rust, Python, Swift, Kotlin",1,1,3,48
Student739,Roll739,7.756539634280873,"Linked List, Divide and Conquer, Greedy Algorithms, Array, Bit Manipulation, Tree Algorithms, Sorting Algorithms, Hashing, Recursion, Stacks and Queues","Algorithms, Mathematics, Data Structures, Probability, Discrete Mathematics, Differential Equations, Numerical Analysis","Swift, Kotlin, Python, TypeScript",0,3,2,82
Student740,Roll740,7.50777771769963,"String Algorithms, Dynamic Programming, Divide and Conquer, Stacks and Queues, Recursion, Greedy Algorithms, Array","Complexity Analysis, Data Structures, Set Theory, Numerical Analysis, Logic",C#,1,1,9,100
Student741,Roll741,7.850719142678425,"Hashing, Tree Algorithms, Greedy Algorithms, Divide and Conquer, Dynamic Programming, Graph Algorithms, Stacks and Queues, Searching Algorithms, Sorting Algorithms, Backtracking","Statistics, Set Theory, Complexity Analysis, Logic, Differential Equations",Java,0,3,4,64
Student742,Roll742,7.205511496656568,"Tree Algorithms, Sorting Algorithms, Backtracking, Bit Manipulation, Dynamic Programming, String Algorithms, Stacks and Queues, Recursion, Searching Algorithms, Hashing, Linked List, Greedy Algorithms, Array, Graph Algorithms, Divide and Conquer","Statistics, Number Theory, Logic, Probability, Graph Theory, Data Structures, Linear Algebra, Numerical Analysis, Mathematics, Algorithms","JavaScript, Rust, Go",0,4,5,100
Student743,Roll743,8.990437520705004,Divide and Conquer,"Mathematics, Logic, Probability, Discrete Mathematics, Graph Theory","TypeScript, Rust, Kotlin, C++, PHP",0,0,0,2
Student744,Roll744,8.010881560369917,"Hashing, Backtracking, Recursion, Graph Algorithms, Linked List, Dynamic Programming, Bit Manipulation, Stacks and Queues, Array, String Algorithms, Sorting Algorithms","Set Theory, Calculus, Logic, Complexity Analysis, Differential Equations, Graph Theory, Number Theory, Linear Algebra, Data Structures, Probability, Numerical Analysis","Python, Rust, Java",0,2,0,100
Student745,Roll745,6.928850780587269,"Tree Algorithms, Graph Algorithms","Statistics, Mathematics, Linear Algebra, Probability, Calculus, Discrete Mathematics, Number Theory, Algorithms, Set Theory, Logic, Data Structures, Graph Theory, Differential Equations, Numerical Analysis, Complexity Analysis","Rust, JavaScript, C#, TypeScript",1,1,9,59
Student746,Roll746,9.598298293098274,"Hashing, String Algorithms, Tree Algorithms, Backtracking, Recursion, Divide and Conquer, Graph Algorithms, Greedy Algorithms, Linked List, Stacks and Queues, Dynamic Programming","Calculus, Graph Theory, Probability, Mathematics, Linear Algebra, Numerical Analysis, Algorithms","Ruby, Python, TypeScript",0,2,2,100
Student747,Roll747,7.535564885492846,"Bit Manipulation, Array, Searching Algorithms, String Algorithms, Linked List, Tree Algorithms, Sorting Algorithms, Divide and Conquer, Graph Algorithms, Greedy Algorithms, Backtracking, Hashing, Stacks and Queues","Statistics, Calculus, Complexity Analysis","Java, Rust, Swift, Ruby",1,2,1,56
Student748,Roll748,8.174211444455954,"Stacks and Queues, Tree Algorithms, Hashing, Array","Discrete Mathematics, Graph Theory, Calculus, Linear Algebra","C#, Ruby, Swift",1,3,0,37
Student749,Roll749,9.625888443858187,"String Algorithms, Searching Algorithms","Algorithms, Differential Equations, Statistics, Set Theory, Complexity Analysis, Probability, Mathematics, Numerical Analysis, Data Structures, Logic, Discrete Mathematics, Linear Algebra, Number Theory, Graph Theory, Calculus","Kotlin, Swift, Rust, PHP, Java",0,0,7,100
Student750,Roll750,8.496951983655968,"Stacks and Queues, Bit Manipulation, Greedy Algorithms, Recursion, Dynamic Programming, Array, Linked List, Divide and Conquer, Backtracking, Tree Algorithms, String Algorithms, Sorting Algorithms",Numerical Analysis,"C#, TypeScript, Kotlin, Swift",0,3,0,64
Student751,Roll751,6.467592162833457,"Divide and Conquer, String Algorithms, Greedy Algorithms, Hashing, Tree Algorithms, Bit Manipulation, Recursion, Array, Sorting Algorithms, Graph Algorithms, Dynamic Programming, Searching Algorithms, Backtracking, Linked List","Algorithms, Mathematics",TypeScript,1,2,9,100
Student752,Roll752,9.7593284944539,"Stacks and Queues, Bit Manipulation, Greedy Algorithms, Divide and Conquer, Array, String Algorithms","Logic, Probability, Calculus, Algorithms, Complexity Analysis, Mathematics, Statistics, Linear Algebra, Numerical Analysis, Set Theory, Data Structures, Number Theory, Differential Equations, Graph Theory","JavaScript, Rust, TypeScript, Ruby",0,4,7,81
Student753,Roll753,8.51083221228567,"Array, Bit Manipulation, Recursion, String Algorithms, Hashing, Backtracking, Dynamic Programming, Tree Algorithms, Sorting Algorithms, Graph Algorithms, Stacks and Queues, Searching Algorithms, Divide and Conquer, Greedy Algorithms, Linked List","Algorithms, Number Theory, Graph Theory",TypeScript,1,0,4,85
Student754,Roll754,7.3396224586283445,"Divide and Conquer, Searching Algorithms","Linear Algebra, Statistics, Algorithms, Differential Equations, Numerical Analysis, Discrete Mathematics, Set Theory, Logic, Graph Theory","Python, PHP, Ruby, Go",1,0,3,79
Student755,Roll755,6.5570882906535495,"Backtracking, Divide and Conquer, Greedy Algorithms, Tree Algorithms, Bit Manipulation, Recursion, Sorting Algorithms","Algorithms, Linear Algebra, Numerical Analysis, Logic, Graph Theory, Discrete Mathematics, Complexity Analysis, Number Theory, Differential Equations, Mathematics, Probability, Calculus, Data Structures","C#, JavaScript, Swift",1,2,7,100
Student756,Roll756,9.176100757081183,"Sorting Algorithms, Dynamic Programming, Divide and Conquer, Backtracking, Linked List, Searching Algorithms, String Algorithms, Bit Manipulation, Stacks and Queues","Algorithms, Probability, Statistics, Differential Equations","C#, Rust",1,3,7,72
Student757,Roll757,8.480291023714054,"Graph Algorithms, Recursion, Dynamic Programming, Searching Algorithms, Linked List, Tree Algorithms, Sorting Algorithms, Backtracking, Hashing, Stacks and Queues","Complexity Analysis, Mathematics, Number Theory, Data Structures, Logic, Linear Algebra, Set Theory, Graph Theory, Discrete Mathematics, Numerical Analysis, Calculus","Kotlin, TypeScript, Java",0,4,7,70
Student758,Roll758,8.133844367905287,"Searching Algorithms, Dynamic Programming, Bit Manipulation, String Algorithms, Backtracking, Tree Algorithms","Algorithms, Complexity Analysis, Linear Algebra, Set Theory, Graph Theory, Mathematics, Number Theory, Statistics, Logic, Differential Equations, Discrete Mathematics, Numerical Analysis, Data Structures, Calculus","C#, Ruby, Kotlin, Rust",0,1,2,87
Student759,Roll759,9.575570332203831,"Graph Algorithms, Bit Manipulation, Recursion, Hashing, Stacks and Queues, Greedy Algorithms, Tree Algorithms, Linked List, Dynamic Programming, Backtracking, String Algorithms, Sorting Algorithms, Searching Algorithms, Divide and Conquer",Logic,"Kotlin, C++, Go",0,3,7,100
Student760,Roll760,9.154388844898122,"Dynamic Programming, Greedy Algorithms, Array, Searching Algorithms",Differential Equations,"C#, C++, Kotlin, JavaScript, Go",1,0,0,68
Student761,Roll761,6.606699518931005,"Divide and Conquer, Graph Algorithms, Sorting Algorithms","Mathematics, Data Structures, Complexity Analysis, Logic, Calculus, Numerical Analysis, Probability, Number Theory, Algorithms, Linear Algebra, Differential Equations, Set Theory, Graph Theory, Discrete Mathematics","Go, C++, JavaScript",0,3,3,57
Student762,Roll762,7.246888271182193,"Bit Manipulation, Searching Algorithms, Stacks and Queues, Greedy Algorithms, Divide and Conquer","Graph Theory, Discrete Mathematics, Mathematics, Number Theory, Algorithms, Calculus, Probability, Data Structures, Differential Equations, Set Theory, Complexity Analysis, Linear Algebra, Statistics","Rust, TypeScript, Java",1,1,4,94
Student763,Roll763,6.993956559257863,"Array, Searching Algorithms, Sorting Algorithms, Linked List, Hashing, Greedy Algorithms, String Algorithms, Dynamic Programming, Backtracking, Recursion, Bit Manipulation, Stacks and Queues, Divide and Conquer, Graph Algorithms, Tree Algorithms","Probability, Statistics, Data Structures, Number Theory, Mathematics, Linear Algebra, Calculus, Graph Theory, Algorithms, Numerical Analysis, Discrete Mathematics, Set Theory, Differential Equations","Ruby, C++, Go, C#",1,4,5,92
Student764,Roll764,8.975785170290708,"Searching Algorithms, Recursion, Hashing, Sorting Algorithms, Graph Algorithms, Tree Algorithms, Bit Manipulation, String Algorithms, Linked List, Stacks and Queues","Logic, Statistics, Graph Theory","Python, C++, TypeScript",1,4,4,37
Student765,Roll765,6.134129738943118,"Greedy Algorithms, Array, Graph Algorithms","Graph Theory, Algorithms, Logic, Linear Algebra, Data Structures, Numerical Analysis, Differential Equations, Calculus, Number Theory, Complexity Analysis, Set Theory, Probability","Rust, Python, C#, JavaScript",0,1,4,90
Student766,Roll766,8.279558739485266,"Linked List, Bit Manipulation, Sorting Algorithms, Hashing, Tree Algorithms, Recursion, Array, String Algorithms, Greedy Algorithms, Graph Algorithms, Divide and Conquer, Dynamic Programming, Searching Algorithms","Calculus, Number Theory, Numerical Analysis, Differential Equations, Data Structures, Algorithms, Complexity Analysis, Mathematics, Logic, Set Theory, Graph Theory, Probability","Kotlin, C++, JavaScript, C#, Rust",0,1,4,80
Student767,Roll767,9.049834742962762,"Greedy Algorithms, Array, Linked List, Backtracking, Bit Manipulation, Dynamic Programming, Tree Algorithms, Divide and Conquer","Set Theory, Data Structures, Graph Theory, Differential Equations, Statistics, Number Theory","C#, C++",1,2,8,100
Student768,Roll768,9.507062547046997,"Graph Algorithms, Array, Linked List, Hashing, Stacks and Queues, String Algorithms, Searching Algorithms, Recursion, Greedy Algorithms, Bit Manipulation, Sorting Algorithms, Dynamic Programming","Logic, Complexity Analysis, Mathematics, Numerical Analysis, Linear Algebra, Graph Theory, Statistics, Algorithms, Data Structures, Number Theory, Probability",TypeScript,0,0,9,100
Student769,Roll769,7.368326994863629,"Backtracking, Graph Algorithms, Bit Manipulation, Array, Dynamic Programming, Tree Algorithms, Divide and Conquer, Recursion, Linked List, String Algorithms, Searching Algorithms, Stacks and Queues, Sorting Algorithms","Statistics, Number Theory, Probability, Discrete Mathematics, Mathematics, Data Structures","Swift, Kotlin, Java, JavaScript",1,2,9,100
Student770,Roll770,9.285029218688052,"Bit Manipulation, Hashing, Array","Complexity Analysis, Numerical Analysis, Logic","C++, Go",0,3,2,86
Student771,Roll771,6.442526947820829,"Stacks and Queues, Sorting Algorithms, Recursion, Graph Algorithms, Divide and Conquer, Tree Algorithms, Hashing, Array, Backtracking, Greedy Algorithms","Algorithms, Graph Theory, Linear Algebra","PHP, Go, C#, Kotlin",0,1,1,100
Student772,Roll772,9.385809166938072,"Stacks and Queues, Graph Algorithms, Array, Divide and Conquer, Sorting Algorithms, Linked List, Searching Algorithms, Backtracking","Linear Algebra, Algorithms, Logic, Probability, Numerical Analysis, Set Theory, Data Structures, Calculus, Differential Equations, Mathematics","Kotlin, Java, Swift, C#, Go",0,2,9,100
Student773,Roll773,6.50995464932793,"Bit Manipulation, Recursion, Hashing, String Algorithms","Set Theory, Statistics","Java, Swift, Ruby",1,0,1,5
Student774,Roll774,7.589149162241469,"Linked List, Stacks and Queues, Searching Algorithms, Backtracking, Divide and Conquer","Discrete Mathematics, Mathematics, Algorithms","C#, Rust",0,0,7,93
Student775,Roll775,9.189181463118214,"Recursion, Divide and Conquer, Sorting Algorithms, String Algorithms, Bit Manipulation, Dynamic Programming","Algorithms, Logic, Set Theory, Complexity Analysis, Differential Equations, Calculus, Graph Theory, Data Structures, Discrete Mathematics, Numerical Analysis, Mathematics, Statistics, Probability, Number Theory, Linear Algebra","Swift, Java, C#, TypeScript, Ruby",0,1,4,96
Student776,Roll776,6.599669709395095,"Recursion, Greedy Algorithms, Sorting Algorithms, Backtracking, Divide and Conquer, Linked List","Calculus, Discrete Mathematics, Graph Theory, Complexity Analysis, Numerical Analysis, Number Theory, Differential Equations, Statistics, Probability","TypeScript, Swift",1,2,4,31
Student777,Roll777,6.9170055809305655,"Hashing, Dynamic Programming","Calculus, Linear Algebra, Complexity Analysis, Algorithms, Discrete Mathematics, Graph Theory","Java, PHP, Rust",0,4,5,100
Student778,Roll778,8.889010273572264,"Sorting Algorithms, Divide and Conquer, Greedy Algorithms, Dynamic Programming, Linked List, Backtracking, Stacks and Queues, Tree Algorithms, String Algorithms, Graph Algorithms, Searching Algorithms, Hashing","Statistics, Complexity Analysis, Discrete Mathematics, Data Structures, Mathematics","Java, C#, Kotlin, JavaScript, TypeScript",1,1,8,100
Student779,Roll779,8.880146146184298,"Graph Algorithms, Array, Divide and Conquer, String Algorithms, Bit Manipulation, Searching Algorithms, Sorting Algorithms, Recursion, Backtracking, Tree Algorithms, Stacks and Queues","Differential Equations, Algorithms, Complexity Analysis, Data Structures, Graph Theory, Statistics, Mathematics, Linear Algebra","Python, C#, PHP, Go",0,3,6,41
Student780,Roll780,8.564590531541189,"Linked List, Backtracking, Searching Algorithms, Greedy Algorithms, Array, Graph Algorithms, Recursion, Divide and Conquer, Stacks and Queues, Sorting Algorithms, Bit Manipulation, Tree Algorithms, String Algorithms","Logic, Calculus, Algorithms, Statistics",Python,1,2,4,92
Student781,Roll781,8.775793777868401,"Tree Algorithms, Sorting Algorithms, Hashing, Stacks and Queues, Recursion, Array, Divide and Conquer, Searching Algorithms, Greedy Algorithms, Dynamic Programming, Backtracking, Bit Manipulation, Linked List, String Algorithms, Graph Algorithms","Data Structures, Complexity Analysis, Set Theory","Go, C++, Swift, PHP, Java",1,2,4,64
Student782,Roll782,8.170897773390385,"Sorting Algorithms, String Algorithms, Array, Divide and Conquer, Stacks and Queues, Tree Algorithms, Searching Algorithms, Graph Algorithms, Greedy Algorithms, Dynamic Programming, Recursion, Linked List, Hashing, Backtracking","Data Structures, Mathematics, Graph Theory, Numerical Analysis","Python, Java",0,1,9,67
Student783,Roll783,7.007196235627811,"Sorting Algorithms, Array, String Algorithms, Recursion, Graph Algorithms, Stacks and Queues, Divide and Conquer, Dynamic Programming, Backtracking, Bit Manipulation, Searching Algorithms, Greedy Algorithms, Tree Algorithms, Linked List, Hashing",Set Theory,"Ruby, Swift, C++, C#, TypeScript",1,2,8,64
Student784,Roll784,7.382783974015678,"Graph Algorithms, Bit Manipulation, Sorting Algorithms, Dynamic Programming","Algorithms, Linear Algebra, Data Structures, Differential Equations, Set Theory, Mathematics, Discrete Mathematics, Numerical Analysis, Statistics, Complexity Analysis, Calculus, Graph Theory, Logic","PHP, Go, Python, C#",1,2,8,76
Student785,Roll785,6.726390867205703,"Tree Algorithms, Hashing, Linked List, Dynamic Programming, Stacks and Queues, Sorting Algorithms, Recursion, Bit Manipulation, Backtracking, Divide and Conquer, Searching Algorithms, String Algorithms, Graph Algorithms, Array, Greedy Algorithms","Differential Equations, Linear Algebra, Set Theory, Graph Theory, Numerical Analysis, Calculus, Discrete Mathematics, Logic, Algorithms, Mathematics",Go,0,3,1,100
Student786,Roll786,9.633802245334513,"Sorting Algorithms, Linked List, Dynamic Programming, Searching Algorithms, Bit Manipulation, Tree Algorithms, Graph Algorithms, Backtracking","Graph Theory, Number Theory, Algorithms, Set Theory, Logic, Linear Algebra, Numerical Analysis, Mathematics, Probability, Differential Equations, Discrete Mathematics, Calculus, Data Structures, Complexity Analysis, Statistics",Go,0,3,6,76
Student787,Roll787,8.333567179064481,"Searching Algorithms, Backtracking, Bit Manipulation, Stacks and Queues, Linked List, Recursion, Tree Algorithms, Divide and Conquer, Greedy Algorithms, Dynamic Programming, Sorting Algorithms, Array, String Algorithms, Hashing, Graph Algorithms",Set Theory,"C++, Java, Go, TypeScript",0,4,9,88
Student788,Roll788,7.60340566705456,"Sorting Algorithms, Recursion, Array, Divide and Conquer, Backtracking","Discrete Mathematics, Algorithms, Differential Equations, Numerical Analysis, Graph Theory, Set Theory, Calculus, Logic","Python, C#, Kotlin, Ruby",0,3,0,95
Student789,Roll789,7.84802321457653,"Recursion, String Algorithms, Sorting Algorithms, Divide and Conquer, Graph Algorithms, Hashing, Searching Algorithms, Tree Algorithms, Linked List, Array, Greedy Algorithms, Stacks and Queues, Dynamic Programming, Bit Manipulation",Linear Algebra,"Go, JavaScript",1,4,3,77
Student790,Roll790,9.78913335844726,"Dynamic Programming, Linked List, Bit Manipulation, Divide and Conquer, Sorting Algorithms, Hashing, Greedy Algorithms, Stacks and Queues","Discrete Mathematics, Statistics, Differential Equations, Set Theory, Calculus, Probability, Linear Algebra, Graph Theory, Mathematics, Data Structures, Logic, Numerical Analysis",Kotlin,1,3,1,100
Student791,Roll791,6.613405612464321,"Searching Algorithms, Linked List, Backtracking, Dynamic Programming, String Algorithms, Sorting Algorithms, Graph Algorithms, Bit Manipulation, Recursion, Greedy Algorithms, Divide and Conquer","Number Theory, Set Theory, Linear Algebra","C#, Kotlin",0,4,9,23
Student792,Roll792,8.344919328067189,"Greedy Algorithms, Array, Backtracking, Recursion, Hashing, Linked List, String Algorithms","Mathematics, Numerical Analysis, Differential Equations, Probability, Calculus, Data Structures",JavaScript,0,3,8,74
Student793,Roll793,8.023554715537864,"Sorting Algorithms, Linked List, Array, Stacks and Queues, Recursion","Probability, Statistics, Discrete Mathematics, Set Theory, Calculus, Complexity Analysis, Algorithms, Linear Algebra, Graph Theory, Numerical Analysis","TypeScript, Python, Rust, Go, C++",0,3,5,88
Student794,Roll794,8.445816941738592,"Recursion, Hashing, Stacks and Queues, Greedy Algorithms, Backtracking, Dynamic Programming, String Algorithms, Sorting Algorithms, Bit Manipulation, Divide and Conquer, Searching Algorithms, Linked List, Array, Graph Algorithms, Tree Algorithms","Graph Theory, Calculus, Data Structures, Discrete Mathematics, Mathematics, Algorithms","Rust, JavaScript, C++, TypeScript, Ruby",0,1,3,77
Student795,Roll795,6.072440735283362,"Linked List, Recursion","Statistics, Graph Theory, Calculus, Complexity Analysis, Linear Algebra, Algorithms, Mathematics",Rust,1,3,2,64
Student796,Roll796,9.488495635776605,"Sorting Algorithms, Searching Algorithms, Greedy Algorithms, Hashing, Recursion, Backtracking, String Algorithms, Graph Algorithms, Dynamic Programming, Tree Algorithms, Array, Linked List","Discrete Mathematics, Statistics, Mathematics, Set Theory, Logic","Rust, Python, C++, PHP, TypeScript",1,4,3,69
Student797,Roll797,9.72847312993445,"Recursion, Array, Backtracking, Graph Algorithms, Hashing","Number Theory, Graph Theory, Mathematics, Calculus","Kotlin, C++, PHP, TypeScript",1,1,1,100
Student798,Roll798,8.260532734356836,"Greedy Algorithms, String Algorithms, Array, Stacks and Queues, Backtracking, Divide and Conquer, Linked List, Recursion, Tree Algorithms, Bit Manipulation, Graph Algorithms, Sorting Algorithms","Calculus, Logic, Statistics, Graph Theory, Complexity Analysis, Mathematics, Set Theory, Probability, Number Theory, Differential Equations, Numerical Analysis","Python, Go, Kotlin, Ruby, Swift",1,4,4,56
Student799,Roll799,8.786603295507568,"Stacks and Queues, Tree Algorithms, Recursion, Linked List","Numerical Analysis, Discrete Mathematics, Statistics, Algorithms, Differential Equations, Complexity Analysis, Mathematics, Number Theory, Graph Theory, Set Theory, Logic, Calculus, Data Structures, Probability, Linear Algebra","Swift, Kotlin, C#, TypeScript",1,3,8,75
Student800,Roll800,9.689997524709183,"Sorting Algorithms, Greedy Algorithms","Discrete Mathematics, Algorithms, Probability, Graph Theory, Logic, Numerical Analysis","TypeScript, Kotlin, Swift",0,3,5,86
Student801,Roll801,8.828954537253594,"Backtracking, Recursion, Linked List, Dynamic Programming, Greedy Algorithms","Calculus, Data Structures, Statistics, Differential Equations","Swift, Python, Java, C++",0,4,1,51
Student802,Roll802,6.610156171657046,"Recursion, Graph Algorithms, Sorting Algorithms, Bit Manipulation, Hashing, Tree Algorithms","Mathematics, Differential Equations, Probability",Go,1,2,5,30
Student803,Roll803,8.305153440667253,"Linked List, Sorting Algorithms, Bit Manipulation","Set Theory, Algorithms, Calculus, Discrete Mathematics, Statistics, Probability","Swift, Kotlin",1,1,8,97
Student804,Roll804,8.426860185531424,"Dynamic Programming, Divide and Conquer, Linked List, Array","Differential Equations, Numerical Analysis, Number Theory, Complexity Analysis, Mathematics, Logic, Linear Algebra, Probability, Data Structures, Algorithms, Discrete Mathematics, Graph Theory","Kotlin, C#",0,1,3,96
Student805,Roll805,7.696522685209544,"Sorting Algorithms, Stacks and Queues, Hashing, Array, String Algorithms, Dynamic Programming, Searching Algorithms, Tree Algorithms, Greedy Algorithms, Backtracking, Bit Manipulation, Divide and Conquer, Linked List","Probability, Calculus, Linear Algebra, Number Theory, Discrete Mathematics, Algorithms, Logic, Mathematics, Data Structures, Graph Theory, Complexity Analysis","PHP, Kotlin, C++, Swift, Ruby",1,3,0,74
Student806,Roll806,8.945776942498892,"Hashing, Searching Algorithms","Complexity Analysis, Mathematics, Numerical Analysis, Algorithms, Discrete Mathematics, Calculus, Differential Equations, Linear Algebra, Logic, Data Structures, Graph Theory, Probability",JavaScript,1,1,1,36
Student807,Roll807,9.73746805907606,"Array, Linked List, Greedy Algorithms, Divide and Conquer","Data Structures, Statistics, Numerical Analysis, Linear Algebra, Mathematics, Graph Theory, Set Theory, Calculus","C++, TypeScript, Kotlin, Java",1,4,4,69
Student808,Roll808,9.702274051627105,"Tree Algorithms, Array, Stacks and Queues, Searching Algorithms, Greedy Algorithms, Linked List, Divide and Conquer, Dynamic Programming, Recursion, Sorting Algorithms, Bit Manipulation, String Algorithms, Hashing, Graph Algorithms","Probability, Logic, Numerical Analysis","C#, C++, Swift",1,3,9,57
Student809,Roll809,7.803357485616528,"Linked List, Sorting Algorithms, Greedy Algorithms, Recursion, Hashing, Searching Algorithms, Dynamic Programming","Linear Algebra, Differential Equations, Algorithms","C#, Swift, TypeScript",0,1,6,100
Student810,Roll810,6.452952183363021,"Backtracking, Linked List, Greedy Algorithms, Divide and Conquer, Stacks and Queues, Tree Algorithms, String Algorithms, Searching Algorithms, Recursion, Dynamic Programming, Graph Algorithms, Bit Manipulation, Sorting Algorithms, Hashing, Array","Numerical Analysis, Calculus, Number Theory, Probability, Complexity Analysis, Discrete Mathematics, Algorithms","Ruby, C++, Python, Go",1,0,7,69
Student811,Roll811,9.939364795849338,Greedy Algorithms,"Differential Equations, Graph Theory, Mathematics, Data Structures, Logic, Numerical Analysis, Complexity Analysis, Discrete Mathematics, Number Theory, Statistics",C++,1,1,2,100
Student812,Roll812,9.355592345783737,"Recursion, Sorting Algorithms, Linked List, Greedy Algorithms, Graph Algorithms, String Algorithms, Tree Algorithms, Dynamic Programming, Bit Manipulation, Array, Divide and Conquer, Stacks and Queues","Statistics, Graph Theory","Python, C++, Ruby, JavaScript",1,4,8,55
Student813,Roll813,6.498650724813068,"Hashing, String Algorithms, Searching Algorithms, Dynamic Programming, Array, Recursion, Divide and Conquer, Graph Algorithms, Stacks and Queues, Backtracking, Bit Manipulation, Sorting Algorithms, Tree Algorithms, Greedy Algorithms","Set Theory, Graph Theory, Numerical Analysis, Differential Equations, Probability, Calculus","Go, Swift, Python, C++",1,1,1,94
Student814,Roll814,9.68336753046949,"Backtracking, Linked List, Divide and Conquer, Graph Algorithms, Bit Manipulation","Discrete Mathematics, Complexity Analysis, Set Theory, Linear Algebra, Number Theory, Numerical Analysis","TypeScript, Python, Rust",1,2,3,93
Student815,Roll815,9.479585448248514,"Tree Algorithms, Graph Algorithms, Hashing, Sorting Algorithms","Probability, Complexity Analysis, Number Theory, Calculus, Graph Theory, Algorithms, Differential Equations, Data Structures, Mathematics, Discrete Mathematics, Linear Algebra","PHP, Swift, Go, Python, JavaScript",0,2,3,63
